AP3M2	adaptor related protein complex 3 subunit mu 2	CLA20	AP47B																										
AP3S1	adaptor related protein complex 3 subunit sigma 1	CLAPS3																											
AP3S2	adaptor related protein complex 3 subunit sigma 2	sigma3b																											
AP4B1	adaptor related protein complex 4 subunit beta 1	SPG47	BETA-4	beta 4 subunit of AP-4	AP-4 complex subunit beta-1																								
AP4E1	adaptor related protein complex 4 subunit epsilon 1	AP-4-EPSILON	SPG51																										
AP4M1	adaptor related protein complex 4 subunit mu 1	MU-ARP2	MU-4	SPG50	mu-adaptin-related protein-2	mu subunit of AP-4	AP-4 adapter complex mu subunit	adaptor-related protein complex AP-4 mu4 subunit																					
AP4S1	adaptor related protein complex 4 subunit sigma 1	CLA20	AP47B	SPG52																									
AP5B1	adaptor related protein complex 5 subunit beta 1	PP1030	AP-5	DKFZp761E198																									
AP5M1	adaptor related protein complex 5 subunit mu 1	C14orf108	MUDENG	FLJ10813	MuD	mu5	Mu-2 related death-inducing gene																						
AP5S1	adaptor related protein complex 5 subunit sigma 1	C20orf29	FLJ11168																										
AP5Z1	adaptor related protein complex 5 subunit zeta 1	KIAA0415	SPG48	zeta																									
APAF1	apoptotic peptidase activating factor 1	CED4	APAF-1																										
APBA1	amyloid beta precursor protein binding family A member 1	MINT1	D9S411E	X11																									
APBA2	amyloid beta precursor protein binding family A member 2	X11L	MINT2	D15S1518E	LIN-10	MGC:14091	HsT16821																						
APBA3	amyloid beta precursor protein binding family A member 3	X11L2	mint3	X11-like 2																									
APBB1	amyloid beta precursor protein binding family B member 1	RIR	Fe65																										
APBB1IP	amyloid beta precursor protein binding family B member 1 interacting protein	INAG1	RIAM	Rap1-GTP-interacting adaptor molecule																									
APBB2	amyloid beta precursor protein binding family B member 2	FE65L	FE65L1	MGC35575	Fe65-like																								
APBB3	amyloid beta precursor protein binding family B member 3	FE65L2																											
APC	APC regulator of WNT signaling pathway	DP2	DP3	DP2.5	PPP1R46	protein phosphatase 1, regulatory subunit 46																							
APC2	APC regulator of WNT signaling pathway 2	APCL	adenomatous polyposis coli like																										
APCDD1	APC down-regulated 1	B7323																											
APCDD1L	APC down-regulated 1 like	FLJ90166																											
APCS	amyloid P component, serum	SAP	PTX2	MGC88159	pentraxin-related	9.5S alpha-1-glycoprotein	pentraxin-2																						
APEH	acylaminoacyl-peptide hydrolase	D3F15S2	DNF15S2	D3S48E	acylaminoacyl-peptidase	acylamino-acid-releasing enzyme																							
APELA	apelin receptor early endogenous ligand	Ende	ELA	tdl	ELABELA	toddler																							
APEX1	apurinic/apyrimidinic endodeoxyribonuclease 1	APEX	APE	REF1	HAP1	APX	APEN	REF-1	APE-1																				
APEX2	apurinic/apyrimidinic endodeoxyribonuclease 2	APEXL2	APE2	XTH2	ZGRF2	zinc finger, GRF-type containing 2																							
APH1A	aph-1 homolog A, gamma-secretase subunit	APH-1A	CGI-78																										
APH1B	aph-1 homolog B, gamma-secretase subunit	PSFL	APH-1B	DKFZp564D0372																									
API5	apoptosis inhibitor 5	AAC-11	API5L1	AAC11	API5-like 1	fibroblast growth factor 2-interacting factor 2	migration-inducing protein MIG8																						
APIP	APAF1 interacting protein	CGI-29	Mmrp19	APIP2	methylthioribulose-1-phosphate dehydratase																								
APLF	aprataxin and PNKP like factor	C2orf13	MGC47799	Xip1	ZCCHH1	XRCC1-interacting protein 1	zinc finger, CX5CX6HX5H motif containing 1																						
APLN	apelin	apelin	XNPEP2																										
APLNR	apelin receptor	AGTRL1	FLJ90771	APJ	APJR	APJ (apelin) receptor																							
APLP1	amyloid beta precursor like protein 1	APLP	amyloid-like protein 1	amyloid precursor-like protein 1																									
APLP2	amyloid beta precursor like protein 2	APPL2	APPH																										
APMAP	adipocyte plasma membrane associated protein	C20orf3	BSCv																										
APOA1	apolipoprotein A1																												
APOA2	apolipoprotein A2																												
APOA4	apolipoprotein A4																												
APOA5	apolipoprotein A5	RAP3	APOA-V																										
APOB	apolipoprotein B																												
APOBEC1	apolipoprotein B mRNA editing enzyme catalytic subunit 1	BEDP	CDAR1	APOBEC-1	HEPR																								
APOBEC2	apolipoprotein B mRNA editing enzyme catalytic subunit 2	ARCD1	ARP1																										
APOBEC3A	apolipoprotein B mRNA editing enzyme catalytic subunit 3A	ARP3	PHRBN	phorbolin I																									
APOBEC3B	apolipoprotein B mRNA editing enzyme catalytic subunit 3B	PHRBNL	FLJ21201	phorbolin 3																									
APOBEC3C	apolipoprotein B mRNA editing enzyme catalytic subunit 3C	APOBEC1L	PBI	bK150C2.3	ARDC2	ARDC4	ARP5																						
APOBEC3D	apolipoprotein B mRNA editing enzyme catalytic subunit 3D	APOBEC3E	ARP6	APOBEC3DE																									
APOBEC3F	apolipoprotein B mRNA editing enzyme catalytic subunit 3F	ARP8	BK150C2.4.MRNA	KA6																									
APOBEC3G	apolipoprotein B mRNA editing enzyme catalytic subunit 3G	CEM15	MDS019	dJ494G10.1	FLJ12740	bK150C2.7	DNA dC->dU-editing enzyme APOBEC-3G																						
APOBEC3H	apolipoprotein B mRNA editing enzyme catalytic subunit 3H	ARP10																											
APOBEC4	apolipoprotein B mRNA editing enzyme catalytic polypeptide like 4	C1orf169	MGC26594	FLJ25691	RP1-127C7.4																								
APOBR	apolipoprotein B receptor	APOB48R	APOB100R	apolipoprotein B48 receptor	apolipoprotein B100 receptor																								
APOC1	apolipoprotein C1																												
APOC2	apolipoprotein C2																												
APOC3	apolipoprotein C3																												
APOC4	apolipoprotein C4																												
APOC4-APOC2	APOC4-APOC2 readthrough (NMD candidate)																												
APOD	apolipoprotein D																												
APOE	apolipoprotein E	AD2																											
APOF	apolipoprotein F																												
APOH	apolipoprotein H	B2G1	BG	beta-2-glycoprotein I																									
APOL1	apolipoprotein L1	APOL																											
APOL2	apolipoprotein L2	APOL-II	apolipoprotein L-II																										
APOL3	apolipoprotein L3	CG12-1	APOLIII																										
APOL4	apolipoprotein L4	APOLIV																											
APOL5	apolipoprotein L5	APOLV																											
APOL6	apolipoprotein L6	APOL-VI	APOLVI																										
APOLD1	apolipoprotein L domain containing 1	FLJ25138	DKFZP434F0318																										
APOM	apolipoprotein M	G3a	NG20																										
APOO	apolipoprotein O	FAM121B	MGC4825	My025	Mic23	MIC26	MICOS26	mitochondrial contact site and cristae organizing system subunit 26																					
APOOL	apolipoprotein O like	CXorf33	FAM121A	UNQ8193	AAIR8193	Mic27	MICOS27	mitochondrial contact site and cristae organizing system subunit 27																					
APP	amyloid beta precursor protein	AD1	peptidase nexin-II																										
APPBP2	amyloid beta precursor protein binding protein 2	KIAA0228	Hs.84084	PAT1	protein interacting with APP tail 1																								
APPL1	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1	APPL	DCC-interacting protein 13-alpha																										
APPL2	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2	symbol withdrawn, see [HGNC:598](/data/gene-symbol-report/#!/hgnc_id/HGNC:598)	FLJ10659	DIP13B	DCC-interacting protein 13-beta																								
APRT	adenine phosphoribosyltransferase																												
APTX	aprataxin	AXA1	FLJ20157	AOA	AOA1	EAOH	EOAHA																						
AQP1	aquaporin 1 (Colton blood group)	CO	CHIP28																										
AQP2	aquaporin 2																												
AQP3	aquaporin 3 (Gill blood group)	GIL	Gill blood group																										
AQP4	aquaporin 4	MIWC																											
AQP5	aquaporin 5																												
AQP6	aquaporin 6	AQP2L																											
AQP7	aquaporin 7	AQP7L	AQP9	AQPap																									
AQP8	aquaporin 8																												
AQP9	aquaporin 9	SSC1	HsT17287																										
AQP10	aquaporin 10																												
AQP11	aquaporin 11																												
AQP12A	aquaporin 12A	AQP12																											
AQP12B	aquaporin 12B	INSSA3																											
AQR	aquarius intron-binding spliceosomal factor	KIAA0560	fSAP164	IBP160	functional spliceosome-associated protein 164																								
AR	androgen receptor	DHTR	SBMA	AIS	NR3C4	SMAX1	HUMARA	testicular feminization	Kennedy disease																				
ARAF	A-Raf proto-oncogene, serine/threonine kinase	ARAF1																											
ARAP1	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1	CENTD2																											
ARAP2	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2	CENTD1	PARX																										
ARAP3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3	CENTD3	FLJ21065	DRAG1																									
ARC	activity regulated cytoskeleton associated protein	KIAA0278	Arg3.1																										
ARCN1	archain 1	COPD	COPI coat complex subunit delta																										
AREG	amphiregulin	SDGF	AREGB																										
AREL1	apoptosis resistant E3 ubiquitin protein ligase 1	KIAA0317	FIEL1	fibrosis-inducing E3 ligase 1																									
ARF1	ADP ribosylation factor 1																												
ARF3	ADP ribosylation factor 3	small GTP binding protein																											
ARF4	ADP ribosylation factor 4	ARF2																											
ARF5	ADP ribosylation factor 5																												
ARF6	ADP ribosylation factor 6																												
ARFGAP1	ADP ribosylation factor GTPase activating protein 1	ARF1GAP	FLJ10767	bA261N11.3																									
ARFGAP2	ADP ribosylation factor GTPase activating protein 2	ZNF289	IRZ	Zfp289	FLJ14576																								
ARFGAP3	ADP ribosylation factor GTPase activating protein 3	ARFGAP1																											
ARFGEF1	ADP ribosylation factor guanine nucleotide exchange factor 1	DKFZP434L057	BIG1	ARFGEP1	p200	Brefeldin A-inhibited guanine nucleotide-exchange protein 1																							
ARFGEF2	ADP ribosylation factor guanine nucleotide exchange factor 2	BIG2	Brefeldin A-inhibited guanine nucleotide-exchange protein 2																										
ARFGEF3	ARFGEF family member 3	C6orf92	KIAA1244	dJ171N11.1	BIG3	PPP1R33	protein phosphatase 1, regulatory subunit 33																						
ARFIP1	ADP ribosylation factor interacting protein 1	HSU52521	arfaptin 1																										
ARFIP2	ADP ribosylation factor interacting protein 2	POR1	arfaptin 2																										
ARFRP1	ADP ribosylation factor related protein 1	ARP	Arp1	ARL18																									
ARG1	arginase 1																												
ARG2	arginase 2																												
ARGFX	arginine-fifty homeobox																												
ARGLU1	arginine and glutamate rich 1	FLJ10154																											
ARHGAP1	Rho GTPase activating protein 1	RhoGAP	p50rhoGAP	CDC42GAP	Cdc42GAP																								
ARHGAP4	Rho GTPase activating protein 4	KIAA0131	C1	p115	RhoGAP4	SrGAP4	Rho-GAP hematopoietic protein C1																						
ARHGAP5	Rho GTPase activating protein 5	GFI2	RhoGAP5	p190-B	p190BRhoGAP																								
ARHGAP6	Rho GTPase activating protein 6	rhoGAPX-1																											
ARHGAP8	Rho GTPase activating protein 8	FLJ20185	BPGAP1																										
ARHGAP9	Rho GTPase activating protein 9	MGC1295	10C																										
ARHGAP10	Rho GTPase activating protein 10	FLJ20896	FLJ41791	GRAF2																									
ARHGAP11A	Rho GTPase activating protein 11A	KIAA0013	GAP (1-12)																										
ARHGAP11B	Rho GTPase activating protein 11B	FAM7B1	B'-T	GAP (1-8)																									
ARHGAP12	Rho GTPase activating protein 12	FLJ20737	FLJ10971	FLJ21785																									
ARHGAP15	Rho GTPase activating protein 15	BM046																											
ARHGAP17	Rho GTPase activating protein 17	RICH1	FLJ10308	NADRIN	FLJ13219	WBP15																							
ARHGAP18	Rho GTPase activating protein 18	MacGAP	bA307O14.2																										
ARHGAP19	Rho GTPase activating protein 19	FLJ00194	MGC14258																										
ARHGAP19-SLIT1	ARHGAP19-SLIT1 readthrough (NMD candidate)																												
ARHGAP20	Rho GTPase activating protein 20	KIAA1391																											
ARHGAP21	Rho GTPase activating protein 21	KIAA1424	ARHGAP10																										
ARHGAP22	Rho GTPase activating protein 22	RhoGAP2																											
ARHGAP23	Rho GTPase activating protein 23	KIAA1501																											
ARHGAP24	Rho GTPase activating protein 24	DKFZP564B1162	FLJ33877	FilGAP																									
ARHGAP25	Rho GTPase activating protein 25	KIAA0053																											
ARHGAP26	Rho GTPase activating protein 26	GRAF	KIAA0621	OPHN1L	OPHN1L1	GTPase regulator associated with the focal adhesion kinase pp125																							
ARHGAP27	Rho GTPase activating protein 27	SH3D20	CAMGAP1	FLJ43547	SH3P20																								
ARHGAP28	Rho GTPase activating protein 28	KIAA1314	FLJ10312																										
ARHGAP29	Rho GTPase activating protein 29	PARG1																											
ARHGAP30	Rho GTPase activating protein 30	FLJ00267																											
ARHGAP31	Rho GTPase activating protein 31	CDGAP																											
ARHGAP32	Rho GTPase activating protein 32	GRIT	KIAA0712	MGC1892	RICS	GC-GAP																							
ARHGAP33	Rho GTPase activating protein 33	SNX26	FLJ39019	TCGAP																									
ARHGAP35	Rho GTPase activating protein 35	GRLF1	GRF-1	p190ARhoGAP	P190A	KIAA1722	p190RhoGAP																						
ARHGAP36	Rho GTPase activating protein 36	FLJ30058																											
ARHGAP39	Rho GTPase activating protein 39	KIAA1688	Vilse	CrGAP	RhoGAP93B homolog (Drosophila)	crossGAP homolog (Drosophila)																							
ARHGAP40	Rho GTPase activating protein 40	C20orf95	dJ1100H13.4																										
ARHGAP42	Rho GTPase activating protein 42	TMEM133	FLJ32810	GRAF3	AD031																								
ARHGAP44	Rho GTPase activating protein 44	KIAA0672	RICH-2	RICH2																									
ARHGAP45	Rho GTPase activating protein 45	HMHA1	KIAA0223	HA-1																									
ARHGDIA	Rho GDP dissociation inhibitor alpha	GDIA1	RHOGDI																										
ARHGDIB	Rho GDP dissociation inhibitor beta	RAP1GN1	GDIA2	GDID4	Ly-GDI	RhoGDI2																							
ARHGDIG	Rho GDP dissociation inhibitor gamma	RHOGDI-3	RhoGDI gamma																										
ARHGEF1	Rho guanine nucleotide exchange factor 1	P115-RHOGEF	SUB1.5	LBCL2																									
ARHGEF2	Rho/Rac guanine nucleotide exchange factor 2	LFP40	GEF-H1	KIAA0651	P40	Lfc	GEFH1																						
ARHGEF3	Rho guanine nucleotide exchange factor 3	STA3	XPLN	GEF3	DKFZP434F2429	exchange factor found in platelets and leukemic and neuronal tissues, XPLN	RhoGEF protein																						
ARHGEF4	Rho guanine nucleotide exchange factor 4	STM6	KIAA1112	ASEF	APC-stimulated guanine nucleotide exchange factor																								
ARHGEF5	Rho guanine nucleotide exchange factor 5	TIM	TIM1	GEF5	P60	transforming immortalized mammary oncogene	guanine nucleotide regulatory protein TIM	ephexin3																					
ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor 6	MRX46	alphaPIX	Cool-2	KIAA0006	alpha-PIX	Cool2	αPix	Rac/Cdc42 guanine exchange factor (GEF) 6	PAK-interacting exchange factor, alpha	rho guanine nucleotide exchange factor 6																		
ARHGEF7	Rho guanine nucleotide exchange factor 7	KIAA0142	PIXB	DKFZp761K1021	Nbla10314	DKFZp686C12170	BETA-PIX	COOL1	P85SPR	P85	P85COOL1	P50BP	PAK3	P50	SH3 domain-containing proline-rich protein	PAK-interacting exchange factor beta													
ARHGEF9	Cdc42 guanine nucleotide exchange factor 9	KIAA0424	PEM-2	collybistin																									
ARHGEF10	Rho guanine nucleotide exchange factor 10	KIAA0294	Gef10																										
ARHGEF10L	Rho guanine nucleotide exchange factor 10 like	FLJ10521	KIAA1626	GrinchGEF																									
ARHGEF11	Rho guanine nucleotide exchange factor 11	KIAA0380	GTRAP48	PDZ-RHOGEF																									
ARHGEF12	Rho guanine nucleotide exchange factor 12	KIAA0382	LARG																										
ARHGEF15	Rho guanine nucleotide exchange factor 15	KIAA0915	Vsm-RhoGEF	ARGEF15	FLJ13791	MGC44868	Rho guanine exchange factor (GEF) 15	ephexin5																					
ARHGEF16	Rho guanine nucleotide exchange factor 16	NBR	GEF16	putative neuroblastoma protein	ephexin4																								
ARHGEF17	Rho guanine nucleotide exchange factor 17	TEM4	KIAA0337	p164-RhoGEF	Rho-specific guanine-nucleotide exchange factor 164 kDa	tumor endothelial marker 4																							
ARHGEF18	Rho/Rac guanine nucleotide exchange factor 18	P114-RhoGEF	KIAA0521	MGC15913	p114RhoGEF	Rho-specific guanine nucleotide exchange factor p114																							
ARHGEF19	Rho guanine nucleotide exchange factor 19	FLJ33962	WGEF	ephexin2																									
ARHGEF25	Rho guanine nucleotide exchange factor 25	GEFT	p63RhoGEF	RAC/CDC42 exchange factor																									
ARHGEF26	Rho guanine nucleotide exchange factor 26	DKFZP434D146	SGEF	Src homology 3 domain-containing guanine nucleotide exchange factor																									
ARHGEF28	Rho guanine nucleotide exchange factor 28	RGNEF	p190RhoGEF	RIP2																									
ARHGEF33	Rho guanine nucleotide exchange factor 33																												
ARHGEF35	Rho guanine nucleotide exchange factor 35	ARHGEF5L	FLJ43692	CTAGE4																									
ARHGEF37	Rho guanine nucleotide exchange factor 37	FLJ41603																											
ARHGEF38	Rho guanine nucleotide exchange factor 38	FLJ20184																											
ARHGEF39	Rho guanine nucleotide exchange factor 39	C9orf100	FLJ14642																										
ARHGEF40	Rho guanine nucleotide exchange factor 40	solo	FLJ10357																										
ARID1A	AT-rich interaction domain 1A	C1orf4	SMARCF1	B120	P270	C10rf4	BAF250	BAF250a																					
ARID1B	AT-rich interaction domain 1B	KIAA1235	ELD/OSA1	p250R	BAF250b	DAN15	6A3-5																						
ARID2	AT-rich interaction domain 2	KIAA1557	DKFZp686G052	FLJ30619	BAF200																								
ARID3A	AT-rich interaction domain 3A	DRIL1	BRIGHT																										
ARID3B	AT-rich interaction domain 3B	BDP	DRIL2																										
ARID3C	AT-rich interaction domain 3C																												
ARID4A	AT-rich interaction domain 4A	RBBP1	RBP1	RBP-1																									
ARID4B	AT-rich interaction domain 4B	RBP1L1	BCAA	BRCAA1	SAP180																								
ARID5A	AT-rich interaction domain 5A	MRF-1	RP11-363D14	modulator recognition factor 1																									
ARID5B	AT-rich interaction domain 5B	FLJ21150	MRF2																										
ARIH1	ariadne RBR E3 ubiquitin protein ligase 1	HARI	HHARI	UBCH7BP	ARI	ariadne, Drosophila, homolog of																							
ARIH2	ariadne RBR E3 ubiquitin protein ligase 2	TRIAD1	all-trans retinoic acid inducible RING finger																										
ARIH2OS	ARIH2 opposite strand lncRNA	C3orf71																											
ARL1	ADP ribosylation factor like GTPase 1	ARFL1																											
ARL2	ADP ribosylation factor like GTPase 2	ARFL2																											
ARL2-SNX15	ARL2-SNX15 readthrough (NMD candidate)																												
ARL2BP	ADP ribosylation factor like GTPase 2 binding protein	RP66	BART1	BART	binder of Arl2																								
ARL3	ADP ribosylation factor like GTPase 3	ARFL3																											
ARL4A	ADP ribosylation factor like GTPase 4A	ARL4																											
ARL4C	ADP ribosylation factor like GTPase 4C	ARL7	LAK																										
ARL4D	ADP ribosylation factor like GTPase 4D	ARF4L																											
ARL5A	ADP ribosylation factor like GTPase 5A	ARL5																											
ARL5B	ADP ribosylation factor like GTPase 5B	ARL8																											
ARL5C	ADP ribosylation factor like GTPase 5C	ARL12																											
ARL6	ADP ribosylation factor like GTPase 6	BBS3	RP55																										
ARL6IP1	ADP ribosylation factor like GTPase 6 interacting protein 1	ARL6IP	AIP1	ARMER	KIAA0069	SPG61																							
ARL6IP4	ADP ribosylation factor like GTPase 6 interacting protein 4	SR-25	SRp25	SFRS20	SRrp37	SRp25 nuclear protein	splicing factor, arginine/serine-rich 20																						
ARL6IP5	ADP ribosylation factor like GTPase 6 interacting protein 5	PRAF3	JWA	GTRAP3-18	DERP11	HSPC127	Yip6b	PRA1 domain family 3																					
ARL6IP6	ADP ribosylation factor like GTPase 6 interacting protein 6	MGC33864																											
ARL8A	ADP ribosylation factor like GTPase 8A	ARL10B	FLJ45195	Gie2																									
ARL8B	ADP ribosylation factor like GTPase 8B	ARL10C	FLJ10702	Gie1																									
ARL9	ADP ribosylation factor like GTPase 9																												
ARL10	ADP ribosylation factor like GTPase 10	ARL10A																											
ARL11	ADP ribosylation factor like GTPase 11	ARLTS1	FLJ33930	ADP-ribosylation factor-like tumor suppressor gene 1																									
ARL13A	ADP ribosylation factor like GTPase 13A	ARL13																											
ARL13B	ADP ribosylation factor like GTPase 13B	ARL2L1	DKFZp761H079	JBTS8																									
ARL14	ADP ribosylation factor like GTPase 14	ARF7	FLJ22595																										
ARL14EP	ADP ribosylation factor like GTPase 14 effector protein	C11orf46	FLJ38968	ARF7EP																									
ARL14EPL	ADP ribosylation factor like GTPase 14 effector protein like																												
ARL15	ADP ribosylation factor like GTPase 15	ARFRP2	FLJ20051																										
ARL16	ADP ribosylation factor like GTPase 16																												
ARL17A	ADP ribosylation factor like GTPase 17A	ARF1P2	ARL17P1																										
ARL17B	ADP ribosylation factor like GTPase 17B	ARL17																											
ARMC1	armadillo repeat containing 1	FLJ10511	Arcp																										
ARMC2	armadillo repeat containing 2	DKFZp434P0714	bA787I22.1																										
ARMC3	armadillo repeat containing 3	FLJ32827	CT81	cancer/testis antigen 81																									
ARMC5	armadillo repeat containing 5	FLJ13063																											
ARMC6	armadillo repeat containing 6	MGC19595																											
ARMC7	armadillo repeat containing 7	FLJ22160																											
ARMC8	armadillo repeat containing 8	HSPC056	DKFZP434A043	GID5	VID28	GID complex subunit 5, VID28 homolog (S. cerevisiae)																							
ARMC9	armadillo repeat containing 9	FLJ12584	KIAA1868	ARM	KU-MEL-1																								
ARMC10	armadillo repeat containing 10	MGC3195	SVH	specific Splicing Variant involved in Hepatocarcinogenesis																									
ARMC12	armadillo repeat containing 12	C6orf81	FLJ25390																										
ARMCX1	armadillo repeat containing X-linked 1	ALEX1	GASP7																										
ARMCX2	armadillo repeat containing X-linked 2	ALEX2	KIAA0512	GASP9																									
ARMCX3	armadillo repeat containing X-linked 3	ALEX3	GASP6																										
ARMCX4	armadillo repeat containing X-linked 4	CXorf35	MGC40053	GASP4																									
ARMCX5	armadillo repeat containing X-linked 5	FLJ12969	GASP5																										
ARMCX6	armadillo repeat containing X-linked 6	FLJ20811	GASP10																										
ARMS2	age-related maculopathy susceptibility 2	LOC387715	ARMD8																										
ARMT1	acidic residue methyltransferase 1	C6orf211	FLJ12910	Protein-glutamate O-methyltransferase																									
ARNT	aryl hydrocarbon receptor nuclear translocator	HIF-1beta	bHLHe2																										
ARNT2	aryl hydrocarbon receptor nuclear translocator 2	KIAA0307	bHLHe1																										
ARNTL	aryl hydrocarbon receptor nuclear translocator like	MOP3	JAP3	BMAL1	PASD3	bHLHe5	brain and muscle ARNT-like 1	basic helix-loop-helix family member e5	PAS domain containing 3																				
ARNTL2	aryl hydrocarbon receptor nuclear translocator like 2	BMAL2	MOP9	CLIF	PASD9	bHLHe6																							
ARPC1A	actin related protein 2/3 complex subunit 1A	SOP2Hs	SOP2L	Arc40	actin binding protein (Schizosaccharomyces pombe sop2-like)	SOP2-like protein																							
ARPC1B	actin related protein 2/3 complex subunit 1B	ARC41	p40-ARC	p41-ARC	ARP2/3 protein complex subunit p41	actin related protein 2/3 complex, subunit 1A (41 kD)																							
ARPC2	actin related protein 2/3 complex subunit 2	p34-Arc	ARC34																										
ARPC3	actin related protein 2/3 complex subunit 3	p21-Arc	ARC21																										
ARPC4	actin related protein 2/3 complex subunit 4	p20-Arc	ARC20	Arp2/3 protein complex subunit p20	actin related protein 2/3 complex, subunit 4 (20 kD)																								
ARPC4-TTLL3	ARPC4-TTLL3 readthrough																												
ARPC5	actin related protein 2/3 complex subunit 5	p16-Arc	ARC16	dJ127C7.3	Arp2/3 protein complex subunit p16																								
ARPC5L	actin related protein 2/3 complex subunit 5 like	MGC3038	ARC16-2																										
ARPIN	actin related protein 2/3 complex inhibitor	C15orf38	MGC61550																										
ARPP19	cAMP regulated phosphoprotein 19	ARPP-19	ARPP-16	ARPP16	ENSAL	endosulfine alpha-like																							
ARPP21	cAMP regulated phosphoprotein 21	ARPP-21	TARPP	R3HDM3	R3H domain containing 3																								
ARR3	arrestin 3	ARRX	arrestin 4	cone arrestin																									
ARRB1	arrestin beta 1	ARR1	arrestin 2																										
ARRB2	arrestin beta 2	ARR2	BARR2	DKFZp686L0365	arrestin 3																								
ARRDC1	arrestin domain containing 1	MGC40555	alpha-arrestin 1																										
ARRDC2	arrestin domain containing 2	CLONE24945	PP2703																										
ARRDC3	arrestin domain containing 3	KIAA1376	TLIMP	alpha-arrestin 3	TBP-2-like inducible membrane protein																								
ARRDC4	arrestin domain containing 4	FLJ36045																											
ARRDC5	arrestin domain containing 5																												
ARSA	arylsulfatase A	metachromatic leucodystrophy																											
ARSB	arylsulfatase B																												
ARSD	arylsulfatase D																												
ARSF	arylsulfatase F																												
ARSG	arylsulfatase G	KIAA1001																											
ARSH	arylsulfatase family member H																												
ARSI	arylsulfatase family member I	FLJ16069	SPG66																										
ARSJ	arylsulfatase family member J	FLJ23548																											
ARSK	arylsulfatase family member K	DKFZp313G1735	TSULF																										
ART1	ADP-ribosyltransferase 1	ART2	CD296	ARTC1																									
ART3	ADP-ribosyltransferase 3 (inactive)	ARTC3																											
ART4	ADP-ribosyltransferase 4 (inactive) (Dombrock blood group)	DO	DOK1	CD297	ARTC4	NAD(+)--protein-arginine ADP-ribosyltransferase 4																							
ART5	ADP-ribosyltransferase 5	ARTC5																											
ARTN	artemin	NBN	EVN	ENOVIN	neublastin	neurotrophic factor																							
ARV1	ARV1 homolog, fatty acid homeostasis modulator																												
ARVCF	ARVCF delta catenin family member																												
ARX	aristaless related homeobox	MRXS1	PRTS	MRX76	MRX54	MRX43	MRX36	MRX29	MRX32	MRX33	MRX38	MRX87	ISSX	CT121	EIEE1	cancer/testis antigen 121													
AS3MT	arsenite methyltransferase	CYT19																											
ASAH1	N-acylsphingosine amidohydrolase 1	ASAH	AC	PHP32	FLJ21558	ACDase	acylsphingosine deacylase	acid ceramidase																					
ASAH2	N-acylsphingosine amidohydrolase 2	neutral ceramidase	non-lysosomal ceramidase																										
ASAH2B	N-acylsphingosine amidohydrolase 2B	ASAH2C	bA449O16.3	ASAH2L	bA98I6.3																								
ASAP1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1	DDEF1	PAP	KIAA1249	ZG14P	CENTB4	centaurin, beta 4																						
ASAP2	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2	DDEF2	KIAA0400	PAP	SHAG1	CENTB3	centaurin, beta 3																						
ASAP3	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3	DDEFL1	FLJ20199	UPLC1	CENTB6	centaurin, beta 6																							
ASB1	ankyrin repeat and SOCS box containing 1	ASB-1																											
ASB2	ankyrin repeat and SOCS box containing 2	ASB-2																											
ASB3	ankyrin repeat and SOCS box containing 3	ASB-3																											
ASB4	ankyrin repeat and SOCS box containing 4	ASB-4																											
ASB5	ankyrin repeat and SOCS box containing 5																												
ASB6	ankyrin repeat and SOCS box containing 6																												
ASB7	ankyrin repeat and SOCS box containing 7																												
ASB8	ankyrin repeat and SOCS box containing 8	MGC5540	FLJ21255																										
ASB9	ankyrin repeat and SOCS box containing 9	DKFZP564L0862	MGC4954	FLJ20636																									
ASB10	ankyrin repeat and SOCS box containing 10	GLC1F																											
ASB11	ankyrin repeat and SOCS box containing 11	DKFZp779E2460																											
ASB12	ankyrin repeat and SOCS box containing 12	FLJ39577																											
ASB13	ankyrin repeat and SOCS box containing 13	FLJ13134	MGC19879																										
ASB14	ankyrin repeat and SOCS box containing 14	DKFZp313L0121																											
ASB15	ankyrin repeat and SOCS box containing 15	FLJ43370																											
ASB16	ankyrin repeat and SOCS box containing 16	FLJ30165																											
ASB17	ankyrin repeat and SOCS box containing 17																												
ASB18	ankyrin repeat and SOCS box containing 18																												
ASCC1	activating signal cointegrator 1 complex subunit 1	CGI-18	ASC1p50	Em:AC022392.3	p50																								
ASCC2	activating signal cointegrator 1 complex subunit 2	ASC1p100	FLJ21588	DKFZp586O0223	ASC 1 complex subunit P100																								
ASCC3	activating signal cointegrator 1 complex subunit 3	HELIC1	RNAH	ASC1p200	dJ121G13.4	dJ467N11.1	RNA helicase family																						
ASCL1	achaete-scute family bHLH transcription factor 1	ASH1	HASH1	bHLHa46																									
ASCL2	achaete-scute family bHLH transcription factor 2	ASH2	HASH2	bHLHa45																									
ASCL3	achaete-scute family bHLH transcription factor 3	bHLHa42	HASH3	Sgn1																									
